CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H049 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,9197478.0,Trindade,B10C019220,H049,CASAN,Florianópolis - Trindade,Centro de Educação 1,1.0,0.0,0.0,0.0,1.0,3148,3232.0,84.0,84.0,MÉDIO,Média,1430.87,1430.87,-275.94,0.0,58.31,2644.11,2644.1099999999997,0.0
H050 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2296748.0,Trindade,A13C020929,H050,CASAN,Florianópolis - Trindade,Centro de Educação 2,1.0,0.0,0.0,0.0,1.0,7960,8245.0,285.0,285.0,MÉDIO,Média,5026.76,5026.76,-964.32,0.0,150.97,9240.17,9240.17,0.0
H051 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2296756.0,Trindade,A13C043944,H051,CASAN,Florianópolis - Trindade,Centro de Convivência,4.0,0.0,1.0,0.0,5.0,730,730.0,0.0,0.0,LIDO,HIDRÔMETRO PARADO.,216.55,216.55,-41.68,0.0,7.84,399.26,399.26,0.0
H053 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2296713.0,Trindade,C11C010440,H053,CASAN,Florianópolis - Trindade,"Centro de Eventos, NUMA, Editora UFSC, EGC",1.0,0.0,0.0,0.0,1.0,33494,33807.0,313.0,313.0,MÉDIO,Média,5527.68,5527.68,-1059.31,0.0,154.21,10150.26,10150.26,0.0
H054 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,6923020.0,Trindade,B17C002561,H054,CASAN,Florianópolis - Trindade,Arquitetura e Urbanismo,1.0,0.0,0.0,0.0,1.0,7480,7731.0,251.0,251.0,MÉDIO,Média,4418.5,4418.5,-840.74,0.0,59.6,8055.86,8055.860000000001,0.0
H055 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2296705.0,Trindade,G15AA00021,H055,CASAN,Florianópolis - Trindade,Centro de Desportos,1.0,0.0,1.0,0.0,2.0,52574,54100.0,1526.0,1526.0,LIDO,Sem ocorrência,30450.42,30450.42,-5835.09,0.0,846.11,55911.86,55911.86,0.0
H056 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2296721.0,Trindade,E11C000742,H056,CASAN,Florianópolis - Trindade,Restaurante Universitário 2,1.0,0.0,1.0,0.0,2.0,138031,92947.0,-45084.0,1897.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,37944.63,37944.63,-7344.76,0.0,1833.1,70377.6,70377.6,0.0
H057 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2297108.0,Trindade,A95L322012,H057,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária - Oficina, Serralheria e Mecânica (PU11)",1.0,0.0,0.0,0.0,1.0,2540,2601.0,61.0,61.0,LIDO,Sem ocorrência,1019.4,1019.4,-200.88,0.0,86.82,1924.74,1924.74,0.0
H058 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,9611070.0,Trindade,C11C005856,H058,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 2 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,20690,21296.0,606.0,606.0,LIDO,Sem ocorrência,10769.45,10769.45,-2068.06,0.0,345.36,19816.2,19816.2,0.0
H059 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2296675.0,Trindade,A13C020930,H059,CASAN,Florianópolis - Trindade,CTC - Setic e Almoxarifado (CTC 8 e 14),1.0,0.0,0.0,0.0,1.0,22,34.0,12.0,12.0,LIDO,Sem ocorrência,142.79,142.79,-27.53,0.0,5.82,263.87,263.86999999999995,0.0
H060 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,5329663.0,Trindade,A13C021299,H060,CASAN,Florianópolis - Trindade,Reitoria II,1.0,0.0,0.0,0.0,1.0,3581,3688.0,107.0,107.0,LIDO,Sem ocorrência,1842.34,1842.34,-360.39,0.0,128.94,3453.23,3453.23,0.0
H061 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2296870.0,Trindade,B10C013871,H061,CASAN,Florianópolis - Trindade,CCB Anatômico,1.0,0.0,1.0,0.0,2.0,434,480.0,46.0,46.0,LIDO,Sem ocorrência,679.16,679.16,-129.21,0.0,9.05,1238.16,1238.1599999999999,0.0
H062 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,15023672.0,Trindade,C11C010415,H062,CASAN,Florianópolis - Trindade,CFM  Bloco EFI,1.0,0.0,0.0,0.0,1.0,17716,17809.0,93.0,93.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,1591.88,1591.88,-316.92,0.0,169.76,3036.6,3036.6000000000004,0.0
H066 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,17091764.0,Trindade,F11C000153,H066,CASAN,Florianópolis - Trindade,"CCB - Blocos E, F e G e Biotério (BIC 12)",1.0,0.0,0.0,0.0,1.0,25815,26488.0,673.0,673.0,LIDO/REVISÃO,Alto Consumo,11968.08,11968.08,-2289.57,0.0,292.23,21938.82,21938.82,0.0
H072 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2297167.0,CCA - Itacorubi,B10C017343,H072,CASAN,Florianópolis - Outros,CCA 1,1.0,0.0,0.0,0.0,1.0,5023,7304.0,2281.0,2281.0,LIDO/REVISÃO,Alto Consumo,40735.2,0.0,-3878.19,0.0,303.9,37160.91,37160.909999999996,0.0
H073 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2297175.0,CCA - Itacorubi,A05S578217,H073,CASAN,Florianópolis - Outros,CCA  Estação Experimental de Aquicultura,1.0,0.0,0.0,0.0,1.0,4669,4689.0,20.0,20.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,285.91,0.0,-28.52,0.0,15.87,273.26,273.26000000000005,0.0
H074 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2297183.0,CCA - Itacorubi,C11C010252,H074,CASAN,Florianópolis - Outros,CCA 2,1.0,0.0,0.0,0.0,1.0,12122,13737.0,1615.0,1615.0,LIDO/REVISÃO,Alto Consumo,28820.46,0.0,-2751.3,0.0,293.85,26363.01,26363.01,0.0
H076 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2297361.0,CCA - Cidade das Abelhas ,A10C001421,H076,CASAN,Florianópolis - Outros,"Cidade das Abelhas  Rod. Virgílio Várzea, 2600",1.0,0.0,0.0,0.0,1.0,1292,1324.0,32.0,32.0,MÉDIO,Média,500.59,0.0,-48.63,0.0,13.93,465.89,465.89,0.0
H081 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2295652.0,SEAD - TV UFSC,B17C002628,H081,CASAN,Florianópolis - Outros,Rua Presidente Coutinho,1.0,0.0,0.0,0.0,1.0,3159,3224.0,65.0,65.0,LIDO,Sem ocorrência,1090.96,1090.96,-209.12,0.0,31.09,2003.89,2003.89,0.0
H082 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,5716594.0,CCA - Tapera,C11C010040,H082,CASAN,Florianópolis - Outros,CCA Tapera - Fazenda Experimental da Ressacada,1.0,0.0,0.0,0.0,1.0,30041,30506.0,465.0,465.0,MÉDIO,Média,8246.96,0.0,-793.26,0.0,147.41,7601.11,7601.109999999999,0.0
H083 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,6997937.0,Casa da Arte,A16S368708,H083,CASAN,Florianópolis - Outros,Casa da Arte,0.0,0.0,1.0,0.0,1.0,520,596.0,76.0,76.0,LIDO/REVISÃO,Alto Consumo,1407.87,1407.87,-266.34,0.0,2.72,2552.12,2552.1199999999994,0.0
H084 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,9197419.0,CCA - Barra da Lagoa - EMEB-AQI,B11C024230,H084,CASAN,Florianópolis - Outros,LMM Área de produção,1.0,0.0,0.0,0.0,1.0,3764,3689.0,-75.0,0.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,43.31,43.31,-17.36,0.0,97.18,166.44,166.44,0.0
H085 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,12791172.0,SECARTE - Praia do Forte,Y11C048501,H085,CASAN,Florianópolis - Outros,Fortaleza de São José da Ponta Grossa,1.0,0.0,0.0,0.0,1.0,362,389.0,27.0,27.0,LIDO,Sem ocorrência,411.14,0.0,-39.25,0.0,4.21,376.1,376.09999999999997,0.0
H086 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,12799408.0,UFSC  Jurerê,Y11C056745,H086,CASAN,Florianópolis - Outros,UFSC  Jurerê,1.0,0.0,0.0,0.0,1.0,523,521.0,-2.0,0.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,43.31,0.0,-4.19,0.0,1.13,40.25,40.25000000000001,0.0
H087 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,13018540.0,UFSC  Sambaqui,A06S080329,H087,CASAN,Florianópolis - Outros,UFSC  Sambaqui,1.0,0.0,0.0,0.0,1.0,2356,2399.0,43.0,43.0,LIDO,Sem ocorrência,697.38,0.0,-67.26,0.0,14.25,644.37,644.37,0.0
H088 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2294605.0,Casa Vida e Saúde,Y11C073654,H088,CASAN,Florianópolis - Outros,Casa Vida e Saúde,1.0,0.0,0.0,0.0,1.0,15,16.0,1.0,1.0,LIDO,Alto Consumo,49.68,49.68,-9.54,0.0,1.57,91.39,91.38999999999999,0.0
H089 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2347660.0,CCA - Barra da Lagoa - EMEB-AQI,B17C007633,H089,CASAN,Florianópolis - Outros,"LAPOM, LAPMAR, LCM, LCA",1.0,0.0,0.0,0.0,1.0,3528,3498.0,-30.0,0.0,LIDO/REVISÃO,CONFIRMACAO LEITURA,43.31,43.31,-15.97,0.0,82.28,152.93,152.93,0.0
H090 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,2347679.0,CCA - Barra da Lagoa - EMEB-AQI,A15C030480,H090,CASAN,Florianópolis - Outros,"LMM - Guarita, convivência, oficina e escritórios",1.0,0.0,0.0,0.0,1.0,663,673.0,10.0,10.0,LIDO,Sem ocorrência,107.01,107.01,-25.79,0.0,58.95,247.18,247.18,0.0
H106 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,14948508.0,CCA - Araquari - Barra do Sul,B11C061116,H106,CASAN,Araquari,Fazenda UFSC/Yakult - Lab. de Camarões Marinhos,1.0,0.0,0.0,0.0,1.0,3670,2.0,-3668.0,2.0,LIDO,Sem ocorrência,56.05,0.0,-5.48,0.0,1.94,52.51,52.50999999999999,0.0
H108 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,0.0,Joinville - Perini B. P.,A15B040774,H108,Condomínio Perini,Joinville,Bloco U - RU LAV,0.0,0.0,1.0,0.0,1.0,"4483,12",4513.49,30.36999999999989,30.37,0,0,361.4,289.12,0.0,0.0,0.0,650.52,650.52,0.0
H109 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,0.0,Joinville - Perini B. P.,F17B900021,H109,Condomínio Perini,Joinville,Bloco O - O1,0.0,0.0,1.0,0.0,1.0,"1990,531",2030.984,40.452999999999975,40.453,0,0,481.39,385.11,0.0,0.0,0.0,866.5,866.5,0.0
H110 2024 Outubro,Medidor faturado pela UFSC,2024.0,Outubro,0.0,Joinville - Perini B. P.,F17B900028,H110,Condomínio Perini,Joinville,Bloco U - RU,0.0,0.0,1.0,0.0,1.0,"6151,72",6247.37,95.64999999999964,95.65,0,0,1138.24,910.59,0.0,0.0,0.0,2048.83,2048.83,0.0
