CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H037 2015 Maio,31,2015,Maio,6435548,2015-05-20,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,1462,1576,114,114,Lido,,832.82,832.82,-159.07,,17.65,1524.22,1524.22,0
H038 2015 Maio,32,2015,Maio,2296683,2015-05-20,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,3801,4003,202,202,Lido,,1555.08,1555.08,-297.57,,38.69,2851.28,2851.28,0
H040 2015 Maio,33,2015,Maio,2296691,2015-05-20,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,7856,8170,314,314,Lido,,2434.6,2434.6,-475.12,,158.44,4552.52,4552.52,0
H041 2015 Maio,34,2015,Maio,2296810,2015-05-21,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,2451,2732,281,281,Lido,,2327.55,2327.55,-440.39,,5.13,4219.84,4219.84,0
H042 2015 Maio,35,2015,Maio,2296802,2015-05-21,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,13239,13842,603,603,Lido,,4704.09,4704.09,-896.95,,83.35,8594.58,8594.58,0
H043 2015 Maio,36,2015,Maio,6816860,2015-05-21,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,630,635,5,10,Mínimo,,47.32,47.32,-9.1,,1.71,87.25,87.25,0
H044 2015 Maio,37,2015,Maio,2296896,2015-05-21,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,10277,10735,458,458,Lido,,3565.42,3565.42,-681.88,,84.77,6533.73,6533.73,0
H045 2015 Maio,38,2015,Maio,2296772,2015-05-21,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,484,495,11,11,Lido,,55.17,55.17,-10.75,,3.42,103.01,103.01,0
H046 2015 Maio,39,2015,Maio,2296780,2015-05-21,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,3718,3806,88,88,Lido,,659.85,659.85,-127.19,,26.18,1218.69,1218.69,0
H047 2015 Maio,40,2015,Maio,2296837,2015-05-21,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,17738,19237,1499,1499,Lido,,11740.29,11740.29,-2244.81,,273.92,21509.69,21509.69,0
H048 2015 Maio,41,2015,Maio,2296764,2015-05-21,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,13519,14225,706,706,Lido,,5512.94,5512.94,-1051.35,,99.56,10074.09,10074.09,0
H049 2015 Maio,42,2015,Maio,9197478,2015-05-21,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,6128,6256,128,128,Informado,,973.96,973.96,-186.57,,26.46,1787.81,1787.81,0
H050 2015 Maio,43,2015,Maio,2296748,2015-05-21,A13C020929,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,238,368,130,130,Informado,,989.67,989.67,-188.07,,10.82,1802.09,1802.09,0
H051 2015 Maio,44,2015,Maio,2296756,2015-05-20,A13C043944,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,34,44,10,60,Mínimo,,283.92,283.92,-54.63,,10.28,523.49,523.49,0
H052 2015 Maio,45,2015,Maio,2296730,2015-05-21,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,1.0,,,,1,12475,13029,554,554,Médio,,4319.3,4319.3,-831.13,,156.45,7963.92,7963.92,0
H053 2015 Maio,46,2015,Maio,2296713,2015-05-20,C11C010440,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,2606,2889,283,283,Informado,,2191.16,2191.16,-416.84,,28.74,3994.22,3994.22,0
H054 2015 Maio,47,2015,Maio,6923020,2015-05-20,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,6592,6950,358,358,Lido,,2780.13,2780.13,-533.05,,80.5,5107.71,5107.71,0
H055 2015 Maio,48,2015,Maio,2296705,2015-05-20,F11C000663,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,40632,47215,6583,6583,Informado,,58198.88,,-5547.81,,508.09,53159.16,53159.16,0
H056 2015 Maio,49,2015,Maio,2296721,2015-05-25,F11C000547,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,14550,15520,970,970,Médio,,8435.99,8435.99,-1611.57,,181.6,15442.01,15442.01,0
H057 2015 Maio,50,2015,Maio,2297108,,,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,2181,2192,11,11,,,55.17,,-5.29,,0.86,50.74,50.74,0
H058 2015 Maio,51,2015,Maio,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,13030,13399,369,369,,,2866.51,2866.51,-550.54,,92.73,5275.21,5275.21,0
H059 2015 Maio,52,2015,Maio,2296675,2015-05-20,A13C020930,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,78,113,35,35,Lido,,243.64,243.64,-47.22,,12.24,452.3,452.3,0
H060 2015 Maio,53,2015,Maio,5329663,2015-05-18,A13C021299,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,363,516,153,153,Lido,,1170.28,1170.28,-223.98,,29.59,2146.17,2146.17,0
H061 2015 Maio,54,2015,Maio,2296870,2015-05-21,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,5803,6054,251,251,Lido,,2061.59,2061.59,-403.59,,147.56,3867.15,3867.15,0
H062 2015 Maio,55,2015,Maio,15023672,2015-05-21,,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,5876,234,-5642,259,Informado,,2002.69,,-192.03,,29.3,1839.96,1839.96,0
H072 2015 Maio,56,2015,Maio,2297167,,,H072,CASAN,Florianópolis,CCA 1,,,,,0,4802,5079,277,277,,,2144.04,,-205.67,,32.43,1970.8,1970.8,0
H073 2015 Maio,57,2015,Maio,2297175,2015-05-18,A05S578217,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,6561,6616,55,55,Lido,,400.7,,-38.96,,11.67,373.41,373.41,0
H074 2015 Maio,58,2015,Maio,2297183,,,H074,CASAN,Florianópolis,CCA 2,,,,,0,22297,23293,996,996,,,7790.28,,-752.56,,173.22,7210.94,7210.94,0
H076 2015 Maio,59,2015,Maio,2297361,,,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",,,,,0,991,1006,15,15,,,86.58,,-9.04,,8.96,86.5,86.5,0
H081 2015 Maio,60,2015,Maio,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,,,,,0,1044,1078,34,34,,,235.79,235.79,-45.55,,10.53,436.56,436.56,0
H082 2015 Maio,61,2015,Maio,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,,,,,0,4980,5422,442,442,,,3439.77,,-331.99,,73.39,3181.17,3181.17,0
H083 2015 Maio,62,2015,Maio,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,,,,,0,579,581,2,10,,,47.32,47.32,-9.1,,1.71,87.25,87.25,0
H084 2015 Maio,63,2015,Maio,9197419,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,4213,4521,308,308,,,2387.48,2387.48,-460.15,,94.44,4409.25,4409.25,0
H085 2015 Maio,64,2015,Maio,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,,,,,0,228,240,12,12,,,63.03,,-6.05,,0.86,57.84,57.84,0
H086 2015 Maio,65,2015,Maio,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,,,,,0,43,53,10,10,,,47.32,,-4.55,,0.86,43.63,43.63,0
H087 2015 Maio,66,2015,Maio,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,,,,,0,4478,4502,24,24,,,157.26,,-15.03,,1.85,144.08,144.08,0
H088 2015 Maio,67,2015,Maio,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,,,,,0,27,28,1,10,,,47.32,47.32,-9.1,,1.71,87.25,87.25,0
H089 2015 Maio,68,2015,Maio,2347660,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,7913,8497,584,584,,,4554.88,4554.88,-870.07,,97.28,8336.97,8336.97,0
H090 2015 Maio,69,2015,Maio,2347679,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,2327,2332,5,10,,,47.32,47.32,-9.27,,3.42,88.79,88.79,0
H100 2015 Maio,70,2015,Maio,2134608,2015-05-21,C13S011801,H100,ÁGUAS DE JOINVILLE,Joinville,R. Pres. Prud. De Moraes - Joinville,1.0,,,,1,1219,1274,55,55,Lido,,322.61,258.09,-54.87,,,525.83,525.83,0
H101 2015 Maio,71,2015,Maio,2141582,2015-05-21,Y10S819731,H101,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 108 - Joinville",1.0,,,,1,63,59,-4,10,Informado,,40.01,,-3.78,,,36.23,36.23,0
H102 2015 Maio,72,2015,Maio,2278022,2015-05-21,A12G091977,H102,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (1) - Joinville,1.0,,1.0,,2,92,259,167,167,Lido,,1025.97,820.78,-174.51,,,1672.24,1672.24,0
H103 2015 Maio,73,2015,Maio,7039336,2015-05-21,A12G079417,H103,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 181 - Joinville",,,2.0,,2,314,320,6,20,Mínimo,,80.02,,-7.56,,,72.46,72.46,0
H104 2015 Maio,74,2015,Maio,7876009,2015-05-21,Y11G512276,H104,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 200 - Joinville",1.0,,,,1,361,370,9,10,Mínimo,,40.01,,-3.78,,,36.23,36.23,0
H105 2015 Maio,75,2015,Maio,8686432,2015-05-21,Y10S819735,H105,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (2) - Joinville,,,1.0,,1,86,99,13,13,Médio,,58.85,47.08,-10.01,,,95.92,95.92,0
H106 2015 Maio,76,2015,Maio,14948508,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,688,715,27,27,,,180.82,,-17.22,,1.43,165.03,165.03,0
H200 2015 Maio,77,2015,Maio,15431797,2015-05-19,Y13F424343,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,,,,1,725,865,140,140,Lido,,1068.2,,-101.43,,5.12,971.89,971.89,0
H300 2015 Maio,78,2015,Maio,196916,2015-05-29,X08S002632,H300,SAMAE Araranguá,Araranguá,Mato Alto,1.0,,,,1,5798,5839,41,41,Lido,,312.06,,,,,312.06,312.06,0
H400 2015 Maio,79,2015,Maio,89548,2015-05-05,Y10N450699,H400,SAMAE Blumenau,Blumenau,"R. Pomerode, 710 - Blumenau",1.0,,,,1,933,974,41,41,Lido,,171.87,,,33.48,,205.35,205.35,0
