CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H027 2018 Março,Medidor faturado pela UFSC,2018,Março,2296888,2018-03-19,C11C009484,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,,,1,26674,27862,1188,1188,Médio,,12234.54,12234.54,-2349.43,,392.61,22512.26,22512.260000000002,0
H028 2018 Março,Medidor faturado pela UFSC,2018,Março,6205615,2018-03-19,B10C017964,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,91,101,10,10,Informado,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H029 2018 Março,Medidor faturado pela UFSC,2018,Março,7297220,2018-03-12,A08X051927,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1975,1977,2,10,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H030 2018 Março,Medidor faturado pela UFSC,2018,Março,2296276,2018-03-12,E11C000101,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,27809,28698,889,889,Lido,,6252.56,6252.56,-1195.7,,147.78,11457.2,11457.2,0
H032 2018 Março,Medidor faturado pela UFSC,2018,Março,2296659,2018-03-19,C11C001576,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,5399,5724,325,325,Lido,,3317.17,3317.17,-630.2,,34.44,6038.58,6038.58,0
H033 2018 Março,Medidor faturado pela UFSC,2018,Março,2296667,2018-03-19,B10C014063,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,5399,5589,190,190,Lido,,2001.09,2001.09,-378.95,,7.88,3631.11,3631.11,0
H034 2018 Março,Medidor faturado pela UFSC,2018,Março,8416621,2018-03-19,B10C014069,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,5552,5776,224,224,Lido,,2273.53,2273.53,-432.78,,32.57,4146.85,4146.85,0
H035 2018 Março,Medidor faturado pela UFSC,2018,Março,2296845,2018-03-19,B10C022164,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,1156,1194,38,38,Lido,,351.59,351.59,-66.66,,2.26,638.78,638.78,0
H037 2018 Março,Medidor faturado pela UFSC,2018,Março,6435548,2018-03-19,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,5785,5897,112,112,Lido,,1075.18,1075.18,-205.18,,20.98,1966.16,1966.16,0
H038 2018 Março,Medidor faturado pela UFSC,2018,Março,2296683,2018-03-19,B10C014806,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,7463,7718,255,255,Lido,,2593.86,2593.86,-495.4,,54.65,4746.97,4746.97,0
H040 2018 Março,Medidor faturado pela UFSC,2018,Março,2296691,2018-03-19,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,21494,21945,451,451,Lido,,4619.12,4619.12,-887.83,,156.83,8507.24,8507.24,0
H041 2018 Março,Medidor faturado pela UFSC,2018,Março,2296810,2018-03-19,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,10261,10576,315,315,Lido,,3459.29,3459.29,-654.23,,4.51,6268.86,6268.860000000001,0
H042 2018 Março,Medidor faturado pela UFSC,2018,Março,2296802,2018-03-19,C11C001909,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,7376,7501,125,125,Informado,,1250.57,1250.57,-241.74,,56.9,2316.3,2316.2999999999997,0
H043 2018 Março,Medidor faturado pela UFSC,2018,Março,6816860,2018-03-19,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,799,807,8,10,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H044 2018 Março,Medidor faturado pela UFSC,2018,Março,2296896,2018-03-19,C11C001908,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,8342,8510,168,168,Informado,,1694.88,1694.88,-324.68,,46.04,3111.12,3111.1200000000003,0
H045 2018 Março,Medidor faturado pela UFSC,2018,Março,2296772,2018-03-19,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,959,967,8,10,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H046 2018 Março,Medidor faturado pela UFSC,2018,Março,2296780,2018-03-19,B11C039161,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,2371,2457,86,86,Lido,,847.58,847.58,-161.99,,19.1,1552.27,1552.27,0
H047 2018 Março,Medidor faturado pela UFSC,2018,Março,2296837,2018-03-19,C11C009598,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,29867,30047,180,180,Informado,,1818.88,1818.88,-354.2,,110.42,3393.98,3393.9800000000005,0
H048 2018 Março,Medidor faturado pela UFSC,2018,Março,2296764,2018-03-19,C11C001910,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,13880,14416,536,536,Lido,,5497.43,5497.43,-1054.44,,163.19,10103.61,10103.61,0
H049 2018 Março,Medidor faturado pela UFSC,2018,Março,9197478,2018-03-19,B10C019220,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,6256,7019,763,763,Informado,,7843.02,7843.02,-1499.94,,186.39,14372.49,14372.49,0
H050 2018 Março,Medidor faturado pela UFSC,2018,Março,2296748,2018-03-19,A13C020929,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,4553,4553,0,10,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H051 2018 Março,Medidor faturado pela UFSC,2018,Março,2296756,2018-03-19,A13C043944,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,539,547,8,60,Mínimo,,373.62,373.62,-71.9,,13.53,688.87,688.87,0
H053 2018 Março,Medidor faturado pela UFSC,2018,Março,2296713,2018-03-19,C11C010440,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,50637,51316,679,679,Informado,,6975.05,6975.05,-1332.11,,146.35,12764.34,12764.34,0
H054 2018 Março,Medidor faturado pela UFSC,2018,Março,6923020,2018-03-19,B17C002561,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,56,509,453,453,Lido,,4639.79,4639.79,-888.39,,121.27,8512.46,8512.460000000001,0
H055 2018 Março,Medidor faturado pela UFSC,2018,Março,2296705,2018-03-19,G15AA00021,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,113451,117529,4078,4078,Médio,,47356.94,,-4540.07,,686.09,43502.96,43502.96,0
H056 2018 Março,Medidor faturado pela UFSC,2018,Março,2296721,2018-03-19,E11C000742,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,30114,32783,2669,2669,Informado,,30920.11,30920.11,-5889.4,,481.49,56432.31,56432.31,0
H057 2018 Março,Medidor faturado pela UFSC,2018,Março,2297108,2018-03-19,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,3183,3236,53,53,Lido,,506.59,,-48.44,,5.99,464.14,464.14,0
H058 2018 Março,Medidor faturado pela UFSC,2018,Março,9611070,2018-03-19,C11C005856,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,28511,28641,130,130,Informado,,1302.23,1302.23,-248.25,,22.47,2378.68,2378.68,0
H059 2018 Março,Medidor faturado pela UFSC,2018,Março,2296675,2018-03-19,A13C020930,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,1099,1137,38,38,Lido,,351.59,351.59,-67.98,,16.1,651.3,651.3,0
H060 2018 Março,Medidor faturado pela UFSC,2018,Março,5329663,2018-03-12,A13C021299,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,2643,2643,0,10,Informado,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H061 2018 Março,Medidor faturado pela UFSC,2018,Março,2296870,2018-03-19,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,9221,9318,97,97,Lido,,920.18,920.18,-176.6,,28.46,1692.22,1692.22,0
H062 2018 Março,Medidor faturado pela UFSC,2018,Março,15023672,2018-03-19,C11C010415,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,15773,16559,786,786,Lido,,8080.68,8080.68,-1538.39,,117.9,14740.87,14740.87,0
H072 2018 Março,Medidor faturado pela UFSC,2018,Março,2297167,2018-03-19,B10C017343,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,9759,10037,278,278,Lido,,2831.51,,-268.82,,13.1,2575.79,2575.79,0
H073 2018 Março,Medidor faturado pela UFSC,2018,Março,2297175,2018-03-22,A05S578217,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,9042,9088,46,46,Lido,,434.26,,-41.46,,4.5,397.3,397.3,0
H074 2018 Março,Medidor faturado pela UFSC,2018,Março,2297183,2018-03-19,C11C010252,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,26064,26840,776,776,Informado,,7977.35,,-767.55,,144.84,7354.64,7354.64,0
H076 2018 Março,Medidor faturado pela UFSC,2018,Março,2297361,2018-03-12,A10C001421,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",1.0,,,,1,1549,1526,-23,10,Mínimo,,62.27,,-6.01,,1.31,57.57,57.57000000000001,0
H081 2018 Março,Medidor faturado pela UFSC,2018,Março,2295652,2018-03-19,A13C040670,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,2980,2980,0,10,Informado,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H082 2018 Março,Medidor faturado pela UFSC,2018,Março,5716594,2018-03-19,C11C010040,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,13686,14138,452,452,Lido,,4629.46,,-445.35,,83.28,4267.39,4267.389999999999,0
H083 2018 Março,Medidor faturado pela UFSC,2018,Março,6997937,2018-03-20,A16S368708,H083,CASAN,Florianópolis,Casa da Arte,,,1.0,,1,55,59,4,10,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H084 2018 Março,Medidor faturado pela UFSC,2018,Março,9197419,2018-03-19,B11C024230,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,10942,11177,235,235,Lido,,2387.2,2387.2,-460.41,,97.69,4411.68,4411.679999999999,0
H085 2018 Março,Medidor faturado pela UFSC,2018,Março,12791172,2018-03-19,Y11C048501,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,476,489,13,13,Lido,,93.27,,-9.15,,3.56,87.68,87.67999999999999,0
H086 2018 Março,Medidor faturado pela UFSC,2018,Março,12799408,2018-03-19,Y11C056745,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,167,172,5,10,Mínimo,,62.27,,-5.98,,1.13,57.42,57.42000000000001,0
H087 2018 Março,Medidor faturado pela UFSC,2018,Março,13018540,2018-03-13,A06S080329,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,5731,5753,22,22,Lido,,186.27,,-17.93,,3.56,171.9,171.9,0
H088 2018 Março,Medidor faturado pela UFSC,2018,Março,2294605,2018-03-20,Y11C073654,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,52,53,1,10,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H089 2018 Março,Medidor faturado pela UFSC,2018,Março,2347660,2018-03-19,B10C016433,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,21126,21370,244,244,Informado,,2480.19,2480.19,-474.45,,60.27,4546.2,4546.200000000001,0
H090 2018 Março,Medidor faturado pela UFSC,2018,Março,2347679,2018-03-19,A15C030480,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,391,393,2,10,Mínimo,,62.27,62.27,-11.98,,2.26,114.82,114.82000000000001,0
H100 2018 Março,Medidor faturado pela UFSC,2018,Março,2134608,2018-03-20,C13S011801,H100,ÁGUAS DE JOINVILLE,Joinville,R. Pres. Prud. De Moraes - Joinville,1.0,,,,1,3711,3714,3,10,Mínimo,,48.35,36.68,-4.45,,10.57,91.15,91.15,0
H101 2018 Março,Medidor faturado pela UFSC,2018,Março,2141582,2018-03-20,Y10S819731,H101,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 108 - Joinville",1.0,,,,1,320,319,-1,10,Informado,,48.35,38.68,-8.38,,1.61,80.26,80.26,0
H102 2018 Março,Medidor faturado pela UFSC,2018,Março,2278022,2018-03-20,A150001495,H102,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (1) - Joinville,1.0,,,,1,3993,4070,77,77,Lido,,556.88,445.5,-47.51,,19.44,974.31,974.3100000000001,0
H104 2018 Março,Medidor faturado pela UFSC,2018,Março,7876009,2018-03-20,Y11G512276,H104,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 200 - Joinville",1.0,,,,1,1315,1330,15,15,Lido,,86.3,69.04,-7.5,,5.93,153.77,153.77,0
H105 2018 Março,Medidor faturado pela UFSC,2018,Março,8686432,2018-03-20,A17S007631,H105,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (2) - Joinville,1.0,,,,1,0,0,0,10,Mínimo,,48.35,36.68,-4.13,,3.69,84.59,84.59,0
H106 2018 Março,Medidor faturado pela UFSC,2018,Março,14948508,2018-03-16,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,1415,1435,20,20,Lido,,165.6,,-15.94,,3.0,152.66,152.66,0
H107 2018 Março,Medidor faturado pela UFSC,2018,Março,2131650,2018-03-20,A12G092144,H107,ÁGUAS DE JOINVILLE,Joinville,"R. João Colin, 2728",1.0,,,,1,289,1068,779,779,Lido,,5885.06,4708.05,-492.66,,1.69,10102.14,10102.140000000001,0
H200 2018 Março,Medidor faturado pela UFSC,2018,Março,15431797,2018-03-16,B17C003784,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,,,,1,346,468,122,122,Lido,,1219.57,,-116.02,,8.24,1111.79,1111.79,0
H300 2018 Março,Medidor faturado pela UFSC,2018,Março,196916,2018-04-01,A15L279126,H300,SAMAE Araranguá,Araranguá,Mato Alto,1.0,,,,1,843,888,45,45,Lido,,380.13,,,,,380.13,380.13,0
H301 2018 Março,Medidor faturado pela UFSC,2018,Março,1040430,,1040430122016001,H301,SAMAE Araranguá,Araranguá,Mato Alto - Campo de Futebol,1.0,,,,1,530,534,4,10,,,,,,,,,0.0,0
H400 2018 Março,Medidor faturado pela UFSC,2018,Março,89548,2018-03-05,Y10N450699,H400,SAMAE Blumenau,Blumenau,"R. Pomerode, 710 - Blumenau",1.0,,,,1,2135,2140,5,5,Lido,,69.66,,,,,69.66,69.66,0
H401 2018 Março,Medidor faturado pela UFSC,2018,Março,38988,2018-03-15,A12S141289,H401,SAMAE Blumenau,Blumenau,"R. João Pessoa, 2746 - Blumenau",1.0,,,,1,2842,2939,97,97,Lido,,972.24,598.7,-56.58,,,1514.36,1514.3600000000001,0
H402 2018 Março,Medidor faturado pela UFSC,2018,Março,55308,2018-02-15,Y17AA0025980,H402,SAMAE Blumenau,Blumenau,"R. João Pessoa, 2514 - Blumenau",1.0,,,,1,0,13,13,17,,,681.45,763.2,,530.0,,1974.65,1974.65,0
